file	status	out
PDFs/940914.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/940914.txt
PDFs/940920.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940920.txt
PDFs/940921.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940921.txt
PDFs/940927a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940927a.txt
PDFs/921113b.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/921113b.txt
PDFs/940929a.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/940929a.txt
PDFs/940929b.pdf	Exist	/home/jmalcom/data/NLP/recovery_plan/TXTs/940929b.txt
PDFs/941212.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/941212.txt
PDFs/950117.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/950117.txt
PDFs/930428.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/930428.txt
PDFs/950329.pdf	Embed	/home/jmalcom/data/NLP/recovery_plan/TXTs/950329.txt
